pose,pose_x,pose_y,label
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
2,8.256653497,-16.08424143,1
0,7.730469426,8.281718304,0
0,7.314666131,10.57730718,0
0,8.717344183,-2.283821509,0
0,26.5453609,-5.096330168,1
0,7.703535499,-3.429492611,0
0,8.372262275,2.998132202,0
0,7.066006005,8.045870951,0
0,6.01990669,10.07981647,0
3,14.04561949,19.47394619,1
0,5.978622051,2.633191934,0
1,-15.0,10.0,1
2,14.86782922,-22.08448148,1
0,8.782030169,8.92376178,0
0,6.528922952,10.94885531,0
0,6.104065836,11.90503064,0
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-15.0,10.0,1
0,7.514608009,6.83605015,0
1,-15.0,10.0,1
1,-15.0,10.0,1
0,13.70188521,4.949162371,0
2,4.409078184,-22.88667385,1
